year,country,broadcaster,artist,song,language,songwriter_s,conductor
2014,United Kingdom,BBC,Molly,Children of the Universe,English,Anders HanssonMolly Smitten-Downes,NA
2015,Albania,RTSH,Elhaida Dani,I'm Alive,English,Arbër ElshaniKristijan LekajSokol Marsi,NA
2015,Armenia,AMPTV,Genealogy,Face the Shadow,English,Armen MartirosyanInna Mkrtchyan,NA
2015,Australia,SBS,Guy Sebastian,Tonight Again,English,David Ryan HarrisLouis SchoorlGuy Sebastian,NA
2015,Austria,ORF,The Makemakes,I Am Yours,English,Jimmy HarryThe Makemakes,NA
2015,Azerbaijan,İTV,Elnur Hüseynov,Hour of the Wolf,English,Sandra BjurmanLina HanssonNicklas LifNicolas Rebscher,NA
2015,Belarus,BTRC,Uzari and Maimuna,Time,English,GerylanaMaimunaUzari,NA
2015,Belgium,RTBF,Loïc Nottet,Rhythm Inside,English,Loïc NottetBeverly Jo Scott,NA
2015,Cyprus,CyBC,John Karayiannis,One Thing I Should Have Done,English,Mike Connaris,NA
2015,Czech Republic,ČT,Marta Jandová and Václav Noid Bárta,Hope Never Dies,English,Václav Noid BártaTereza Šoralová,NA
2015,Denmark,DR,Anti Social Media,The Way You Are,English,Chief 1Remee,NA
2015,Estonia,ERR,Elina Born and Stig Rästa,Goodbye to Yesterday,English,Stig Rästa,NA
2015,Finland,Yle,Pertti Kurikan Nimipäivät,Aina mun pitää,Finnish,Pertti Kurikan Nimipäivät,NA
2015,France,France Télévisions,Lisa Angell,N'oubliez pas,French,M. AlbertMichel IllouzLaure Izon,NA
2015,Georgia,GPB,Nina Sublatti,Warrior,English,Thomas G:sonNina Sublatti,NA
2015,Germany,NDR,Ann Sophie,Black Smoke,English,Michael HarwoodElla McMahonTonino Speciale,NA
2015,Greece,NERIT,Maria Elena Kyriakou,One Last Breath,English,Vangelis KonstantinidisMaria Elena KyriakouEfthivoulos TheocharousEvelina Tziora,NA
2015,Hungary,MTVA,Boggie,Wars for Nothing,English,Sára Hélène BoriBoglárka CsemerÁron Sebestyén,NA
2015,Iceland,RÚV,Maria Olafs,Unbroken,English,Ásgeir Orri ÁsgeirssonMaría ÓlafsdóttirPálmi Ragnar ÁsgeirssonSæþór Kristjánsson,NA
2015,Ireland,RTÉ,Molly Sterling,Playing with Numbers,English,Greg FrenchMolly Sterling,NA
2015,Israel,IBA,Nadav Guedj,Golden Boy,English,Doron Medalie,NA
2015,Italy,RAI,Il Volo,Grande amore,Italian,Francesco BocciaCiro Esposito,NA
2015,Latvia,LTV,Aminata,Love Injected,English,Aminata Savadogo,NA
2015,Lithuania,LRT,Monika Linkytė and Vaidas Baumila,This Time,English,Vytautas BikusMonika Liubinaitė,NA
2015,Macedonia,MRT,Daniel Kajmakoski,Autumn Leaves,English,Robert BilbilovJoacim Persson,NA
2015,Malta,PBS,Amber,Warrior,English,"Matt ""Muxu"" MerciecaElton Zarb",NA
2015,Moldova,TRM,Eduard Romanyuta,I Want Your Love,English,Hayley AitkenTom AndrewsErik Lewander,NA
2015,Montenegro,RTCG,Knez,"Adio"" (Адио)",Montenegrin,Dejan IvanovićŽeljko JoksimovićMarina Tucaković,NA
2015,Netherlands,AVROTROS,Trijntje Oosterhuis,Walk Along,English,Tobias KarlssonAnouk Teeuwe,NA
2015,Norway,NRK,Mørland and Debrah Scarlett,A Monster Like Me,English,Kjetil Mørland,NA
2015,Poland,TVP,Monika Kuszyńska,In the Name of Love,English,Monika KuszyńskaKuba Raczyński,NA
2015,Portugal,RTP,Leonor Andrade,Há um mar que nos separa,Portuguese,Miguel Gameiro,NA
2015,Romania,TVR,Voltaj,De la capăt,"Romanian, English",Victor Răzvan AlstaniGabriel ConstantinAdrian CristescuCălin Gavril GoiaAndrei Mădalin LeonteSilviu Marian PăduraruMonica-Ana Stevens,NA
2015,Russia,C1R,Polina Gagarina,A Million Voices,English,Gabriel AlaresJoakim BjörnbergLeonid GutkinVladimir MatetskyKatrina Noorbergen,NA
2015,San Marino,SMRTV,Anita Simoncini and Michele Perniola,Chain of Lights,English,John O'FlynnRalph Siegel,NA
2015,Serbia,RTS,Bojana Stamenov,Beauty Never Lies,English,Vladimir GraićCharlie Mason,NA
2015,Slovenia,RTVSLO,Maraaya,Here for You,English,Charlie MasonRaayMarjetka Vovk,NA
2015,Spain,RTVE,Edurne,Amanecer,Spanish,Peter BoströmThomas G:sonTony Sánchez-Ohlsson,NA
2015,Sweden,SVT,Måns Zelmerlöw,Heroes,English,Joy DebLinnea DebAnton Hård af Segerstad,NA
2015,Switzerland,SRG SSR,Mélanie René,Time to Shine,English,Mélanie René,NA
2015,United Kingdom,BBC,Electro Velvet,Still in Love with You,English,Adrian Bax WhiteDavid Mindel,NA
2016,Albania,RTSH,Eneda Tarifa,Fairytale,English,Olsa Toqi,NA
2016,Armenia,AMPTV,Iveta Mukuchyan,LoveWave,English,Stephanie CrutchfieldIveta MukuchyanLevon NavasardyanLilith Navasardyan,NA
2016,Australia,SBS,Dami Im,Sound of Silence,English,Anthony EgiziiDavid Musumeci,NA
2016,Austria,ORF,Zoë,Loin d'ici,French,Christof StraubZoë Straub,NA
2016,Azerbaijan,İTV,Samra,Miracle,English,"Amir AlyJakke ""T.I Jakke"" ErixsonHenrik Wikström",NA
2016,Belarus,BTRC,Ivan,Help You Fly,English,Mary Susan ApplegateVictor DrobyshAlexander IvanovTimofei Leontiev,NA
2016,Belgium,VRT,Laura Tesoro,What's the Pressure,English,Louis FavreSanne PutseysBirsen UçarYannick Werther,NA
2016,Bosnia and Herzegovina,BHRT,Dalal and Deen feat. Ana Rucner and Jala,Ljubav je,Bosnian,"Almir AjanovićJasmin Fazlić ""Jala""",NA
2016,Bulgaria,BNT,Poli Genova,If Love Was a Crime,English,Sebastian ArmanPoli GenovaBorislav MilanovJoacim Persson,NA
2016,Croatia,HRT,Nina Kraljić,Lighthouse,English,Andreas GrassNikola Paryla,NA
2016,Cyprus,CyBC,Minus One,Alter Ego,English,Thomas G:sonMinus One,NA
2016,Czech Republic,ČT,Gabriela Gunčíková,I Stand,English,Sara BiglertAidan O'ConnorChristian Schneider,NA
2016,Denmark,DR,Lighthouse X,Soldiers of Love,English,Søren BregendalDaniel DurnKatrine Klith AndersenJohannes NymarkSebastian OwensMartin Skriver,NA
2016,Estonia,ERR,Jüri Pootsmann,Play,English,Vallo KikasFred KriegerStig Rästa,NA
2016,Finland,Yle,Sandhja,Sing It Away,English,Heikki KorhonenSandhja KuivalainenPetri MataraMilos RosasMarkus Savijoki,NA
2016,France,France Télévisions,Amir,J'ai cherché,"French, English",Johan ErramiAmir HaddadNazim Khaled,NA
2016,Georgia,GPB,Nika Kocharov and Young Georgian Lolitaz,Midnight Gold,English,Thomas G:sonKote Kalandadze,NA
2016,Germany,NDR,Jamie-Lee,Ghost,English,Thomas BurchiaConrad HenselAnna Leyne,NA
2016,Greece,ERT,Argo,Utopian Land,"English, Greek",Vladimiros Sofianides,NA
2016,Hungary,MTVA,Freddie,Pioneer,English,Borbála CsarnaiZé Szabó,NA
2016,Iceland,RÚV,Greta Salóme,Hear Them Calling,English,Greta Salóme Stefánsdóttir,NA
2016,Ireland,RTÉ,Nicky Byrne,Sunlight,English,Nicky ByrneRonan HardimanWayne Hector,NA
2016,Israel,IBA,Hovi Star,Made of Stars,English,Doron Medalie,NA
2016,Italy,RAI,Francesca Michielin,No Degree of Separation,"Italian, English",Federica AbbateCheopeFabio GargiuloNorma Jean MartineFrancesca Michielin,NA
2016,Latvia,LTV,Justs,Heartbeat,English,Aminata Savadogo,NA
2016,Lithuania,LRT,Donny Montell,I've Been Waiting for This Night,English,Beatrice RobertssonJonas Thander,NA
2016,Macedonia,MRT,Kaliopi,"Dona"" (Дона)",Macedonian,Romeo GrillKaliopi,NA
2016,Malta,PBS,Ira Losco,Walk on Water,English,Lisa DesmondTim LarssonIra LoscoTobias LundgrenMolly Pettersson Hammar,NA
2016,Moldova,TRM,Lidia Isac,Falling Stars,English,Gabriel AlaresEllen BergLeonid GutkinSebastian Lestapier,NA
2016,Montenegro,RTCG,Highway,The Real Thing,English,"Maro MarketSrđan Sekulović ""Skansi""Luka Vojvodić",NA
2016,Netherlands,AVROTROS,Douwe Bob,Slow Down,English,Matthijs van DuijvenbodeJan-Peter HoekstraJeroen OvermanDouwe Bob Posthuma,NA
2016,Norway,NRK,Agnete,Icebreaker,English,Gabriel AlaresIan CurnowAgnete K. Johnsen,NA
2016,Poland,TVP,Michał Szpak,Color of Your Life,English,Andy PalmerKamil Varen,NA
2016,Russia,RTR,Sergey Lazarev,You Are the Only One,English,John BallardRalph CharlieDimitris KontopoulosPhilipp Kirkorov,NA
2016,San Marino,SMRTV,Serhat,I Didn't Know,English,Olcayto Ahmet TuğsuzNektarios Tyrakis,NA
2016,Serbia,RTS,Sanja Vučić Zaa,Goodbye (Shelter),English,Ivana Peters,NA
2016,Slovenia,RTVSLO,ManuElla,Blue and Red,English,Manuella BrečkoMarjan HvalaLeon Oblak,NA
2016,Spain,RTVE,Barei,Say Yay!,English,BareiVíctor PúaRubén Villanueva,NA
2016,Sweden,SVT,Frans,If I Were Sorry,English,Fredrik AnderssonOscar FogelströmFrans Jeppsson WallMichael Saxell,NA
2016,Switzerland,SRG SSR,Rykka,The Last of Our Kind,English,Jeff DawsonMike JamesWarne LiveseyChristina Maria Rieder,NA
2016,Ukraine,NTU,Jamala,1944,"English, Crimean Tatar",Jamala,NA
2016,United Kingdom,BBC,Joe and Jake,You're Not Alone,English,Justin J. BensonS. KanesMatt Schwartz,NA
2017,Albania,RTSH,Lindita,World,English,Big BastaLinditaKlodian Qafoku,NA
2017,Armenia,AMPTV,Artsvik,Fly with Me,English,Avet BarseghyanLevon NavasardyanLilith NavasaryanDavid Tserunyan,NA
2017,Australia,SBS,Isaiah,Don't Come Easy,English,Michael AngeloAnthony EgiziiDavid Musumeci,NA
2017,Austria,ORF,Nathan Trent,Running on Air,English,Bernhard PenziasNathan Trent,NA
2017,Azerbaijan,İTV,Dihaj,Skeletons,English,Sandra BjurmanIsa Melikov,NA
2017,Belarus,BTRC,Naviband,Story of My Life,Belarusian,Arciom Lukjanienka,NA
2017,Belgium,RTBF,Blanche,City Lights,English,Emmanuel DelcourtEllie DelvauxPierre Dumoulin,NA
2017,Bulgaria,BNT,Kristian Kostov,Beautiful Mess,English,Johan AlkenäsSebastian ArmanAlexander V. BlayBorislav MilanovJoacim Persson,NA
2017,Croatia,HRT,Jacques Houdek,My Friend,"English, Italian",Jacques HoudekArjana KunštekFabrizio LaucellaTony MalmInes PrajoSiniša Reljić,NA
2017,Cyprus,CyBC,Hovig,Gravity,English,Thomas G:son,NA
2017,Czech Republic,ČT,Martina Bárta,My Turn,English,DWBKyler Niko,NA
2017,Denmark,DR,Anja,Where I Am,English,Michael D'ArcyAnja NissenAngel Tupai,NA
2017,Estonia,ERR,Koit Toome and Laura,Verona,English,Sven Lõhmus,NA
2017,Finland,Yle,Norma John,Blackbird,English,Lasse PiirainenLeena Tirronen,NA
2017,France,France Télévisions,Alma,Requiem,"French, English",Nazim KhaledAlexandra Maquet,NA
2017,Georgia,GPB,Tamara Gachechiladze,Keep the Faith,English,Tamara GachechiladzeAnri Jokhadze,NA
2017,Germany,NDR,Levina,Perfect Life,English,Dave BassettLindsey RayLindy Robbins,NA
2017,Greece,ERT,Demy,This Is Love,English,John BallardDimitris KontopoulosRomy Papadea,NA
2017,Hungary,MTVA,Joci Pápai,Origo,Hungarian,József Pápai,NA
2017,Iceland,RÚV,Svala,Paper,English,Einar EgilssonLily EliseLester MendezSvala Björgvinsdóttir,NA
2017,Ireland,RTÉ,Brendan Murray,Dying to Try,English,Jörgen ElofssonJames Newman,NA
2017,Israel,IBA,Imri,I Feel Alive,English,Penn HazutDolev Ram,NA
2017,Italy,RAI,Francesco Gabbani,Occidentali's Karma,Italian,Luca ChiaravalliFilippo GabbaniFrancesco GabbaniFabio Ilacqua,NA
2017,Latvia,LTV,Triana Park,Line,English,Kristaps ĒrglisAgnese RakovskaKristians Rakovskis,NA
2017,Lithuania,LRT,Fusedmarc,Rain of Revolution,English,Viktorija IvanovskajaMichail LevinDenis Zujev,NA
2017,Macedonia,MRT,Jana Burčeska,Dance Alone,English,Florence A.Johan AlkenäsBorislav MilanovJoacim Persson,NA
2017,Malta,PBS,Claudia Faniello,Breathlessly,English,Gerard James BorgPhilip VellaSean Vella,NA
2017,Moldova,TRM,SunStroke Project,Hey Mamma,English,Mihail CebotarencoAlina GaletskayaAnton RagozaSergey StepanovSergei Yalovitsky,NA
2017,Montenegro,RTCG,Slavko Kalezić,Space,English,"Iva BoršićAdis EminićMomčilo Zeković ""Zeko""",NA
2017,Netherlands,AVROTROS,Og3ne,Lights and Shadows,English,Rory de KievitRick Vol,NA
2017,Norway,NRK,Jowst,Grab the Moment,English,Jonas McDonnellJoakim With Steen,NA
2017,Poland,TVP,Kasia Moś,Flashlight,English,Pete BarringerRickard Bonde TruumeelKasia Moś,NA
2017,Portugal,RTP,Salvador Sobral,Amar pelos dois,Portuguese,Luísa Sobral,NA
2017,Romania,TVR,Ilinca feat. Alex Florea,Yodel It!,English,Mihai AlexandruAlexa Niculae,NA
2017,San Marino,SMRTV,Valentina Monetta and Jimmie Wilson,Spirit of the Night,English,Steven BarnacleRalph SiegelJutta Staudenmayer,NA
2017,Serbia,RTS,Tijana Bogićević,In Too Deep,English,Johan AlkenäsLisa DesmondBorislav MilanovJoacim Persson,NA
2017,Slovenia,RTVSLO,Omar Naber,On My Way,English,Omar NaberŽiga Pirnat,NA
2017,Spain,RTVE,Manel Navarro,Do It for Your Lover,"Spanish, English","Manel NavarroAntonio ""Rayito"" Rayo",NA
2017,Sweden,SVT,Robin Bengtsson,I Can't Go On,English,"David KreugerHamed ""K-One"" PirouzpanahRobin Stjernberg",NA
2017,Switzerland,SRG SSR,Timebelle,Apollo,English,Alessandra GünthardtNicolas GünthardtElias Näslin,NA
2017,Ukraine,UA:PBC,O.Torvald,Time,English,Zhenia GalychYevhen KamenchukDenys Myzyuk,NA
2017,United Kingdom,BBC,Lucie Jones,Never Give Up on You,English,Emmelie de ForestLawrie MartinDaniel Salcedo,NA
2018,Albania,RTSH,Eugent Bushpepa,Mall,Albanian,Eugent Bushpepa,NA
2018,Armenia,AMPTV,Sevak Khanagyan,"Qami"" (Քամի)",Armenian,Anna DanielyanSevak KhanagyanVictoria Maloyan,NA
2018,Australia,SBS,Jessica Mauboy,We Got Love,English,Anthony EgiziiJessica MauboyDavid Musumeci,NA
2018,Austria,ORF,Cesár Sampson,Nobody but You,English,Johan AlkenäsSebastian ArmanBorislav MilanovJoacim PerssonCesár Sampson,NA
2018,Azerbaijan,İTV,Aisel,X My Heart,English,Sandra BjurmanDimitris Kontopoulos,NA
2018,Belarus,BTRC,Alekseev,Forever,English,Yevgeny MatyushenkoKirill Pavlov,NA
2018,Belgium,VRT,Sennek,A Matter of Time,English,Alex CallierLaura GroesenekenMaxime Tribeche,NA
2018,Bulgaria,BNT,Equinox,Bones,English,Brandon Treyshun CampbellDag LundbergBorislav MilanovJoacim Persson,NA
2018,Croatia,HRT,Franka,Crazy,English,Franka BatelićBranimir Mihaljević,NA
2018,Cyprus,CyBC,Eleni Foureira,Fuego,English,DidrickAlex PapaconstantinouGeraldo SandellViktor SvenssonAnderz Wrethov,NA
2018,Czech Republic,ČT,Mikolas Josef,Lie to Me,English,Mikolas Josef,NA
2018,Denmark,DR,Rasmussen,Higher Ground,English,Niclas ArnKarl Eurén,NA
2018,Estonia,ERR,Elina Nechayeva,La forza,Italian,Ksenia KuchukovaMihkel MattisenElina NechayevaTimo Vendt,NA
2018,Finland,Yle,Saara Aalto,Monsters,English,Saara AaltoJoy DebLinnea DebKi Fitzgerald,NA
2018,France,France Télévisions,Madame Monsieur,Mercy,French,Jean-Karl LucasÉmilie Satt,NA
2018,Georgia,GPB,Ethno-Jazz Band Iriao,For You,Georgian,David MalazoniaMikheil MdinaradzeIrina Sanikidze,NA
2018,Germany,NDR,Michael Schulte,You Let Me Walk Alone,English,Nisse IngwersenKatharina MüllerMichael SchulteThomas Stengaard,NA
2018,Greece,ERT,Yianna Terzi,"Oniro mou"" (Όνειρό μου)",Greek,Aris KalimerisMichalis PapathanasiouDimitris StamatiouYianna Terzi,NA
2018,Hungary,MTVA,AWS,Viszlát nyár,Hungarian,Bence BruckerDániel KökényesSoma SchiszlerÖrs SiklósiÁron Veress,NA
2018,Iceland,RÚV,Ari Ólafsson,Our Choice,English,Þórunn Clausen,NA
2018,Ireland,RTÉ,Ryan O'Shaughnessy,Together,English,Mark CapliceLaura Elizabeth HughesRyan O'Shaughnessy,NA
2018,Israel,IPBC,Netta,Toy,English,Stav BegerDoron Medalie,NA
2018,Italy,RAI,Ermal Meta and Fabrizio Moro,Non mi avete fatto niente,Italian,Andrea FeboErmal MetaFabrizio Moro,NA
2018,Latvia,LTV,Laura Rizzotto,Funny Girl,English,Laura Rizzotto,NA
2018,Lithuania,LRT,Ieva Zasimauskaitė,When We're Old,English,Vytautas Bikus,NA
2018,Macedonia,MRT,Eye Cue,Lost and Found,English,Darko DimitrovBojan Trajkovski,NA
2018,Malta,PBS,Christabelle,Taboo,English,ChristabelleThomas G:sonMuxuJohnny Sanchez,NA
2018,Moldova,TRM,DoReDoS,My Lucky Day,English,John BallardPhilipp Kirkorov,NA
2018,Montenegro,RTCG,Vanja Radovanović,"Inje"" (Иње)",Montenegrin,Vladimir Radovanović,NA
2018,Netherlands,AVROTROS,Waylon,Outlaw in 'Em,English,Jim BeaversIlya ToshinskiyWaylon,NA
2018,Norway,NRK,Alexander Rybak,That's How You Write a Song,English,Alexander Rybak,NA
2018,Poland,TVP,Gromee feat. Lukas Meijer,Light Me Up,English,Andrzej GromalaLukas MeijerMahan MoinChristian Rabb,NA
2018,Portugal,RTP,Cláudia Pascoal,O jardim,Portuguese,Isaura,NA
2018,Romania,TVR,The Humans,Goodbye,English,Cristina CaramarcuAlexandru MateiAlin Neagoe,NA
2018,Russia,C1R,Julia Samoylova,I Won't Break,English,Arie BurshteinLeonid GutkinNetta Nimrodi,NA
2018,San Marino,SMRTV,Jessika feat. Jenifer Brening,Who We Are,English,Jenifer BreningStefan MoessleMathias StrasserChristof StraubZoë Straub,NA
2018,Serbia,RTS,Sanja Ilić and Balkanika,"Nova deca"" (Нова деца)",Serbian,Aleksandar Sanja IlićTatjana Karajanov IlićDanica Krstajić,NA
2018,Slovenia,RTVSLO,Lea Sirk,"Hvala, ne!",Slovene,Tomy DeClerqueLea Sirk,NA
2018,Spain,RTVE,Amaia and Alfred,Tu canción,Spanish,Raúl Gómez GarcíaSylvia Ruth Santoro López,NA
2018,Sweden,SVT,Benjamin Ingrosso,Dance You Off,English,Benjamin IngrossoMAGK NitaLouis Schoorl,NA
2018,Switzerland,SRG SSR,Zibbz,Stones,English,Laurell BarkerHerman GardarfveCorinne GfellerStefan Gfeller,NA
2018,Ukraine,UA:PBC,Mélovin,Under the Ladder,English,MélovinMike Ryals,NA
2018,United Kingdom,BBC,SuRie,Storm,English,Nicole BlairSean HargreavesGil Lewis,NA
2019,Albania,RTSH,Jonida Maliqi,Ktheju tokës,Albanian,Eriona Rushiti,NA
2019,Armenia,AMPTV,Srbuk,Walking Out,English,Lost CapitalGarik PapoyanTokionine,NA
2019,Australia,SBS,Kate Miller-Heidke,Zero Gravity,English,Julian HamiltonKate Miller-HeidkeKeir Nuttall,NA
2019,Austria,ORF,Paenda,Limits,English,Paenda,NA
2019,Azerbaijan,İTV,Chingiz,Truth,English,Bo JTrey CampbellChingizPablo DineroHostessBorislav Milanov,NA
2019,Belarus,BTRC,Zena,Like It,English,Victor DrobyshYuliya Kireyeva,NA
2019,Belgium,RTBF,Eliot,Wake Up,English,Pierre DumoulinEliot Vassamillet,NA
2019,Croatia,HRT,Roko,The Dream,"English, Croatian",Andrea ČubrićJacques HoudekCharlie Mason,NA
2019,Cyprus,CyBC,Tamta,Replay,English,Kristoffer FogelmarkAlbin NedlerAlex PapaconstantinouTeddy SkyViktor Svensson,NA
2019,Czech Republic,ČT,Lake Malawi,Friend of a Friend,English,Albert ČernýJan SteinsdoerferMaciej Mikołaj Trybulec,NA
2019,Denmark,DR,Leonora,Love Is Forever,"English, French, Danish",Lise CabbleEmil LeiMelanie Wehbe,NA
2019,Estonia,ERR,Victor Crone,Storm,English,Victor CroneVallo KikasFred KriegerSebastian LestapierStig Rästa,NA
2019,Finland,Yle,Darude feat. Sebastian Rejman,Look Away,English,Sebastian RejmanVille Virtanen,NA
2019,France,France Télévisions,Bilal Hassani,Roi,"French, English",Bilal HassaniMadame Monsieur,NA
2019,Georgia,GPB,Oto Nemsadze,Keep On Going,Georgian,Diana GiorgadzeRoma Giorgadze,NA
2019,Germany,NDR,Sisters,Sister,English,Laurell BarkerMarine KaltenbacherTom OehlerThomas Stengaard,NA
2019,Greece,ERT,Katerine Duska,Better Love,English,Phil CookKaterine DuskaLeon of AthensDavid Sneddon,NA
2019,Hungary,MTVA,Joci Pápai,Az én apám,Hungarian,Ferenc MolnárJoci Pápai,NA
2019,Iceland,RÚV,Hatari,Hatrið mun sigra,Icelandic,Hatari,NA
2019,Ireland,RTÉ,Sarah McTernan,22,English,Janieck van de PolderRoel RatsMarcia Sondeijker,NA
2019,Israel,IPBC,Kobi Marimi,Home,English,Ohad ShragaiInbar Wizman,NA
2019,Italy,RAI,Mahmood,Soldi,Italian,Charlie CharlesDardustMahmood,NA
2019,Latvia,LTV,Carousel,That Night,English,Mārcis VasiļevskisSabīne Žuga,NA
2019,Lithuania,LRT,Jurij Veklenko,Run with the Lions,English,Ashley HicklinPele LorianoEric Lumiere,NA
2019,Malta,PBS,Michela,Chameleon,English,Johan AlkenäsBorislav MilanovJoacim PerssonPaula Winger,NA
2019,Moldova,TRM,Anna Odobescu,Stay,English,Maria BrobergGeorgios KalpakidisJeppe ReilThomas Reil,NA
2019,Montenegro,RTCG,D mol,Heaven,English,Dejan BožovićAdis Eminić,NA
2019,Netherlands,AVROTROS,Duncan Laurence,Arcade,English,Wouter HardyWill KnoxDuncan LaurenceJoel Sjöö,NA
2019,North Macedonia,MRT,Tamara Todevska,Proud,English,Robert BilbilovLazar CvetkoskiDarko DimitrovKosta PetrovSanja Popovska,NA
2019,Norway,NRK,Keiino,Spirit in the Sky,"English, Northern Sámi",Fred BuljoTom HugoAlexander OlssonAlexandra RotanRüdiger SchrammHenrik Tala,NA
2019,Poland,TVP,Tulia,Fire of Love (Pali się),"Polish, English",Nadia DalinJude FriedmanSonia KrasnyAllan Rich,NA
2019,Portugal,RTP,Conan Osíris,Telemóveis,Portuguese,Conan Osíris,NA
2019,Romania,TVR,Ester Peony,On a Sunday,English,Ioana Victoria BadeaEster Alexandra CreţuAlexandru Şerbu,NA
2019,Russia,RTR,Sergey Lazarev,Scream,English,Dimitris KontopoulosSharon Vaughn,NA
2019,San Marino,SMRTV,Serhat,Say Na Na Na,English,Mary Susan ApplegateSerhat,NA
2019,Serbia,RTS,Nevena Božović,"Kruna"" (Круна)",Serbian,Nevena BožovićDarko Dimitrov,NA
2019,Slovenia,RTVSLO,Zala Kralj and Gašper Šantl,Sebi,Slovene,Zala KraljGašper Šantl,NA
2019,Spain,RTVE,Miki,La venda,Spanish,Adrià Salas,NA
2019,Sweden,SVT,John Lundvik,Too Late for Love,English,John LundvikAndreas Stone JohanssonAnderz Wrethov,NA
2019,Switzerland,SRG SSR,Luca Hänni,She Got Me,English,Laurell BarkerJon HällgrenLukas HällgrenLuca HänniMac Frazer,NA
2019,United Kingdom,BBC,Michael Rice,Bigger than Us,English,Laurell BarkerAnna-Klara FolinJohn LundvikJonas Thander,NA
2021,Albania,RTSH,Anxhela Peristeri,Karma,Albanian,Kledi BahitiOlti Curri,NA
2021,Australia,SBS,Montaigne,Technicolour,English,Jess CerroDave Hammer,NA
2021,Austria,ORF,Vincent Bueno,Amen,English,Tobias CarsheyAshley HicklinJonas Thander,NA
2021,Azerbaijan,İTV,Efendi,Mata Hari,English,Luuk van BeersTony CornelissenJosh EarlAmy van der Wel,NA
2021,Belgium,VRT,Hooverphonic,The Wrong Place,English,Alex CallierCharlotte Forêt,NA
2021,Bulgaria,BNT,Victoria,Growing Up Is Getting Old,English,Oliver BjörkvallVictoria GeorgievaHelena LarssonMaya Nalani,NA
2021,Croatia,HRT,Albina,Tick-Tock,"English, Croatian",Tihana Buklijaš BakićMax CinnamonBranimir Mihaljević,NA
2021,Cyprus,CyBC,Elena Tsagrinou,El Diablo,English,"Laurell BarkerCleiton ""Oxa"" SiaThomas StengaardJimmy ""Joker"" Thörnfeldt",NA
2021,Czech Republic,ČT,Benny Cristo,Omaga,English,Ben da Silva CristóvãoFilip Vlček,NA
2021,Denmark,DR,Fyr og Flamme,Øve os på hinanden,Danish,Laurits Emanuel,NA
2021,Estonia,ERR,Uku Suviste,The Lucky One,English,Uku SuvisteSharon Vaughn,NA
2021,Finland,Yle,Blind Channel,Dark Side,English,Joel HokkaAleksi KaunisvesiOlli MatelaNiko MoilanenJoonas Porko,NA
2021,France,France Télévisions,Barbara Pravi,Voilà,French,"Antoine ""Igit"" BarrauLili PoeBarbara Pravi",NA
2021,Georgia,GPB,Tornike Kipiani,You,English,Tornike Kipiani,NA
2021,Germany,NDR,Jendrik,I Don't Feel Hate,English,Christoph OswaldJendrik Sigwart,NA
2021,Greece,ERT,Stefania,Last Dance,English,ArcadeDimitris KontopoulosSharon Vaughn,NA
2021,Iceland,RÚV,Daði og Gagnamagnið,10 Years,English,Daði Freyr Pétursson,NA
2021,Ireland,RTÉ,Lesley Roy,Maps,English,Emelie ErikssonLukas HällgrenLesley RoyPhilip Strand,NA
2021,Israel,IPBC,Eden Alene,Set Me Free,English,Ron CarmiAmit MordechaiIdo NetzerNoam Zlatin,NA
2021,Italy,RAI,Måneskin,Zitti e buoni,Italian,Victoria De AngelisDamiano DavidThomas RaggiEthan Torchio,NA
2021,Latvia,LTV,Samanta Tīna,The Moon Is Rising,English,Aminata SavadogoSamanta TīnaOskars Uhaņs,NA
2021,Lithuania,LRT,The Roop,Discoteque,English,Mantas BanišauskasRobertas BaranauskasLaisvūnas ČernovasKalle LindrothVaidotas ValiukevičiusIlkka Wirtanen,NA
2021,Malta,PBS,Destiny,Je me casse,English,Pete BarringerMalin ChristinAmanuel DermontNicklas Eklund,NA
2021,Moldova,TRM,Natalia Gordienko,Sugar,English,Mikhail GutserievPhilipp KirkorovDimitris KontopoulosSharon Vaughn,NA
2021,Netherlands,AVROTROS,Jeangu Macrooy,Birth of a New Age,"English, Sranan Tongo",Jeangu MacrooyPieter Perquin,NA
2021,North Macedonia,MRT,Vasil,Here I Stand,English,Vasil GarvanlievDavor JordanovskiBorče Kuzmanovski,NA
2021,Norway,NRK,Tix,Fallen Angel,English,Andreas HaukelandMathias HaukelandEmelie Hollow,NA
2021,Poland,TVP,Rafał,The Ride,English,Thomas KarlssonJohan MauritzsonJoakim ÖvreniusClara Rubensson,NA
2021,Portugal,RTP,The Black Mamba,Love Is on My Side,English,"Pedro ""Tatanka"" Caldeira",NA
2021,Romania,TVR,Roxen,Amnesia,English,Adelina StîngăVictor Bouroșu,NA
2021,Russia,C1R,Manizha,Russian Woman,"Russian, English",Ori AvniOri KaplanManizha Sanghin,NA
2021,San Marino,SMRTV,Senhit,Adrenalina,English,"Joy DebLinnea DebTramar DillardSuzi PancenkovMalou Linn Eloise RuotsalainenKenny SilverdiqueThomas StengaardJimmy ""Joker"" ThörnfeldtChanel TukiaSenhit Zadik Zadik",NA
2021,Serbia,RTS,Hurricane,Loco loco,Serbian,Nemanja AntonićDarko DimitrovSanja Vučić,NA
